X,Y,Z,Intensity,ReturnNumber,NumberOfReturns,ScanDirectionFlag,EdgeOfFlightLine,Classification,ScanAngleRank,UserData,PointSourceId,GpsTime,Red,Green,Blue,ClusterID
572287.667,4498583.223,37.191,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45824.0,16384.0,13312.0,22.0
572287.674,4498583.298,37.208,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45056.0,15872.0,12800.0,22.0
572287.71,4498583.345,37.212,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46080.0,15360.0,12544.0,22.0
572287.637,4498583.23,37.198,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,48384.0,13056.0,9984.0,22.0
572287.641,4498583.244,37.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46848.0,13056.0,11776.0,22.0
572287.645,4498583.256,37.202,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,47616.0,12544.0,11264.0,22.0
572287.653,4498583.276,37.207,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,48128.0,13568.0,10752.0,22.0
572287.658,4498583.289,37.209,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45824.0,13312.0,11008.0,22.0
572287.662,4498583.302,37.212,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46080.0,13824.0,11520.0,22.0
572287.667,4498583.315,37.214,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,47360.0,13056.0,9728.0,22.0
572287.673,4498583.34,37.216,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45568.0,14336.0,11520.0,22.0
572287.642,4498583.281,37.209,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49408.0,17152.0,13824.0,22.0
572287.689,4498583.429,37.228,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,47616.0,13312.0,9472.0,22.0
572287.655,4498583.318,37.216,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46848.0,16640.0,14336.0,22.0
572287.67,4498583.286,37.206,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,47872.0,13312.0,9728.0,22.0
572287.657,4498583.253,37.199,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,47104.0,12800.0,9472.0,22.0
572287.653,4498583.24,37.197,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,47872.0,13568.0,10240.0,22.0
572287.649,4498583.227,37.195,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,47616.0,12032.0,9216.0,22.0
572287.677,4498583.467,37.231,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,44800.0,10240.0,7936.0,22.0
572287.709,4498583.381,37.22,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46592.0,14592.0,12544.0,22.0
572287.721,4498583.378,37.217,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45312.0,18432.0,15872.0,22.0
572287.717,4498583.365,37.215,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,48640.0,14336.0,11520.0,22.0
572287.705,4498583.332,37.209,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46336.0,15616.0,11776.0,22.0
572287.692,4498583.441,37.23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,47104.0,13056.0,9728.0,22.0
