X,Y,Z,Intensity,ReturnNumber,NumberOfReturns,ScanDirectionFlag,EdgeOfFlightLine,Classification,ScanAngleRank,UserData,PointSourceId,GpsTime,Red,Green,Blue,ClusterID
572285.922,4498584.517,35.221,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49920.0,50944.0,53248.0,20.0
572285.941,4498584.557,35.226,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,52736.0,51456.0,50176.0,20.0
572285.929,4498584.537,35.222,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,50432.0,51456.0,52736.0,20.0
572285.928,4498584.534,35.216,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,52992.0,51968.0,51200.0,20.0
572285.927,4498584.532,35.213,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49920.0,51968.0,55552.0,20.0
572285.927,4498584.529,35.223,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46848.0,47104.0,45824.0,20.0
572285.916,4498584.495,35.208,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,47872.0,50432.0,52992.0,20.0
572285.911,4498584.481,35.209,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,64256.0,64256.0,64512.0,20.0
572285.911,4498584.478,35.206,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,64000.0,63488.0,63744.0,20.0
572285.911,4498584.475,35.205,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49408.0,50944.0,52992.0,20.0
572285.912,4498584.483,35.215,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,43776.0,44288.0,44032.0,20.0
572285.912,4498584.479,35.214,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,64512.0,64512.0,64256.0,20.0
572285.941,4498584.555,35.235,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,62208.0,60928.0,57856.0,20.0
572285.923,4498584.523,35.205,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,50944.0,52992.0,55552.0,20.0
572285.925,4498584.526,35.219,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,43776.0,44032.0,46080.0,20.0
572285.917,4498584.502,35.209,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,45312.0,47616.0,49408.0,20.0
572285.919,4498584.509,35.221,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,46336.0,46336.0,46080.0,20.0
572285.906,4498584.462,35.216,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45056.0,44032.0,39680.0,20.0
572285.917,4498584.503,35.215,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,43776.0,45568.0,47104.0,20.0
572285.917,4498584.509,35.214,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,43520.0,45312.0,46848.0,20.0
572285.916,4498584.497,35.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45312.0,48896.0,52224.0,20.0
572285.92,4498584.515,35.215,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,50944.0,52992.0,55552.0,20.0
572285.927,4498584.528,35.217,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,44544.0,46848.0,49664.0,20.0
572285.914,4498584.49,35.206,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,50176.0,52992.0,55552.0,20.0
572285.92,4498584.517,35.21,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,43520.0,45312.0,47104.0,20.0
572285.922,4498584.521,35.209,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,48896.0,51200.0,53760.0,20.0
572285.908,4498584.471,35.211,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49152.0,51968.0,54528.0,20.0
572285.928,4498584.533,35.221,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,47616.0,48128.0,49408.0,20.0
