X,Y,Z,Intensity,ReturnNumber,NumberOfReturns,ScanDirectionFlag,EdgeOfFlightLine,Classification,ScanAngleRank,UserData,PointSourceId,GpsTime,Red,Green,Blue,ClusterID
572288.208,4498586.502,37.697,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,44032.0,17664.0,14080.0,19.0
572288.089,4498586.516,37.729,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,43776.0,19200.0,17152.0,19.0
572288.106,4498586.511,37.73,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,44544.0,19712.0,16640.0,19.0
572288.281,4498586.432,37.641,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46848.0,13824.0,11008.0,19.0
572288.232,4498586.475,37.657,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49664.0,13824.0,11776.0,19.0
572288.215,4498586.506,37.658,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46080.0,13824.0,11520.0,19.0
572288.203,4498586.49,37.659,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,47360.0,13568.0,11776.0,19.0
572288.205,4498586.497,37.658,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,43776.0,10240.0,8704.0,19.0
572288.3,4498586.469,37.649,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,47104.0,14080.0,11264.0,19.0
572288.225,4498586.488,37.658,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49664.0,14592.0,12032.0,19.0
572288.146,4498586.484,37.653,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46080.0,12288.0,12032.0,19.0
572288.136,4498586.47,37.655,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,44032.0,20992.0,18432.0,19.0
572288.138,4498586.481,37.654,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45568.0,19200.0,17152.0,19.0
572288.138,4498586.488,37.655,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,44544.0,12032.0,10496.0,19.0
572288.125,4498586.469,37.659,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,44032.0,17664.0,15616.0,19.0
572288.13,4498586.476,37.655,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,48128.0,15104.0,14336.0,19.0
572288.247,4498586.504,37.654,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,43776.0,11008.0,8448.0,19.0
572288.131,4498586.488,37.655,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,43776.0,9728.0,8448.0,19.0
572288.118,4498586.472,37.66,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,45056.0,18944.0,16896.0,19.0
572288.121,4498586.49,37.66,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,47104.0,13824.0,13056.0,19.0
572288.113,4498586.471,37.658,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,47104.0,13824.0,13056.0,19.0
572288.114,4498586.477,37.658,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45824.0,12032.0,11008.0,19.0
572288.115,4498586.483,37.658,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,46336.0,12544.0,11520.0,19.0
572288.105,4498586.474,37.66,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,44288.0,18688.0,16896.0,19.0
572288.106,4498586.48,37.66,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,43776.0,18432.0,17152.0,19.0
572288.098,4498586.481,37.662,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,44544.0,18688.0,16640.0,19.0
572288.099,4498586.489,37.663,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45568.0,12800.0,11264.0,19.0
572288.094,4498586.474,37.661,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,48128.0,15360.0,14080.0,19.0
572288.237,4498586.496,37.655,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,44544.0,11264.0,8960.0,19.0
572288.119,4498586.466,37.659,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,48896.0,13824.0,12288.0,19.0
572288.245,4498586.491,37.653,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,45824.0,12288.0,9984.0,19.0
572288.212,4498586.489,37.66,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,47872.0,13568.0,11264.0,19.0
572288.041,4498586.533,37.73,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,44544.0,10240.0,8192.0,19.0
572288.297,4498586.439,37.691,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49408.0,13568.0,12032.0,19.0
572288.305,4498586.455,37.699,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,48384.0,14080.0,11264.0,19.0
572288.307,4498586.467,37.699,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,47104.0,15616.0,13312.0,19.0
572288.289,4498586.456,37.693,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,48128.0,16896.0,14336.0,19.0
572288.292,4498586.468,37.691,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,50944.0,14592.0,12800.0,19.0
572288.103,4498586.496,37.681,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,43520.0,10496.0,8192.0,19.0
572288.127,4498586.488,37.673,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,43776.0,9984.0,8192.0,19.0
572288.149,4498586.503,37.674,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,44288.0,9216.0,7424.0,19.0
572288.187,4498586.498,37.67,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,44288.0,10496.0,7936.0,19.0
572288.15,4498586.521,37.717,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,47104.0,12544.0,11008.0,19.0
572288.098,4498586.491,37.681,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46336.0,11776.0,9472.0,19.0
572288.038,4498586.52,37.73,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,49408.0,14848.0,13056.0,19.0
