"X","Y","Z","Intensity","ReturnNumber","NumberOfReturns","ScanDirectionFlag","EdgeOfFlightLine","Classification","Synthetic","KeyPoint","Withheld","Overlap","ScanAngleRank","UserData","PointSourceId","Red","Green","Blue","ClusterID"
572278.210,4498588.322,38.890,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,43520.000,13312.000,15104.000,22.000
572278.608,4498590.202,39.043,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45568.000,35840.000,37376.000,16.000
572278.215,4498588.333,38.836,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,44288.000,15872.000,17408.000,22.000
572278.556,4498589.983,38.954,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,13056.000,12288.000,16.000
572278.562,4498590.000,38.898,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46592.000,13056.000,14080.000,16.000
572278.560,4498589.994,38.897,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45056.000,13824.000,13568.000,16.000
572278.570,4498590.014,38.847,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45056.000,13824.000,15104.000,16.000
572278.880,4498590.367,37.527,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44544.000,11776.000,9728.000,23.000
572277.939,4498588.183,40.225,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,13824.000,12544.000,0.000
572278.269,4498588.240,37.565,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,16128.000,19200.000,0.000
572278.236,4498588.121,37.273,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,29952.000,34816.000,0.000
572278.252,4498588.168,37.273,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,29952.000,34304.000,0.000
572279.929,4498587.995,36.819,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45056.000,12288.000,9472.000,0.000
572280.343,4498588.180,36.736,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45824.000,12032.000,11520.000,24.000
572280.346,4498588.175,36.738,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45056.000,9984.000,8448.000,24.000
572280.377,4498588.171,36.727,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,11520.000,10240.000,24.000
572280.387,4498588.172,36.721,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,44544.000,11776.000,10752.000,24.000
572280.425,4498588.166,36.718,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45056.000,10752.000,9216.000,24.000
572280.437,4498588.167,36.713,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,12032.000,10240.000,24.000
572280.488,4498588.155,36.695,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,9728.000,8192.000,24.000
572280.530,4498588.156,36.684,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46336.000,11776.000,10496.000,24.000
572280.539,4498588.087,36.683,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,9984.000,8192.000,24.000
572280.555,4498588.158,36.679,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45312.000,9472.000,8192.000,24.000
572278.541,4498589.981,39.124,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,47104.000,10752.000,6400.000,16.000
572278.623,4498590.241,38.936,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,12544.000,14592.000,16.000
572278.624,4498590.243,38.929,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44544.000,12032.000,14336.000,16.000
572278.888,4498590.373,37.525,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44032.000,9728.000,8448.000,23.000
572277.085,4498590.648,41.263,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45824.000,12032.000,11264.000,0.000
572277.090,4498590.639,41.257,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45056.000,14080.000,13312.000,0.000
572278.186,4498588.406,39.490,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45568.000,12032.000,14336.000,22.000
572278.269,4498588.807,39.518,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,12032.000,15872.000,22.000
572278.254,4498588.739,39.512,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,43776.000,12032.000,14336.000,22.000
572278.369,4498589.257,39.546,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,47872.000,17152.000,20224.000,25.000
572278.169,4498588.356,39.461,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,11776.000,14080.000,22.000
572278.322,4498589.039,39.538,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,9984.000,12800.000,25.000
572278.223,4498588.868,40.097,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44032.000,9984.000,10240.000,0.000
572278.552,4498589.979,39.033,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44032.000,8448.000,6656.000,16.000
572278.553,4498589.981,39.028,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45056.000,11008.000,8192.000,16.000
572278.552,4498589.973,39.007,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,44800.000,10496.000,7936.000,16.000
572278.553,4498589.975,38.992,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,10240.000,8192.000,16.000
572278.553,4498589.976,38.969,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45056.000,13824.000,12544.000,16.000
572278.552,4498589.972,38.964,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,45568.000,10752.000,9216.000,16.000
572278.556,4498589.977,38.933,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44544.000,10752.000,8448.000,16.000
572278.560,4498589.995,38.914,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44544.000,13568.000,13568.000,16.000
572278.566,4498590.006,38.830,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45056.000,13312.000,12800.000,16.000
572278.318,4498588.498,37.386,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,46336.000,16640.000,16640.000,26.000
572278.320,4498588.500,37.368,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45824.000,17152.000,17664.000,26.000
572278.182,4498588.253,39.276,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44032.000,12288.000,15104.000,22.000
572278.602,4498590.188,39.068,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45568.000,13312.000,14592.000,16.000
572278.387,4498589.192,38.926,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46080.000,15616.000,16640.000,21.000
572278.258,4498588.252,37.549,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45056.000,15360.000,15616.000,0.000
572278.354,4498589.190,39.540,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,10240.000,11264.000,25.000
572278.369,4498589.251,39.547,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44032.000,12032.000,13312.000,25.000
572278.373,4498589.264,39.545,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,9472.000,11776.000,25.000
572278.379,4498589.288,39.551,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,12032.000,13568.000,25.000
572278.380,4498589.294,39.548,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44288.000,12544.000,14336.000,25.000
572278.396,4498589.376,39.574,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44288.000,12288.000,13312.000,25.000
572278.396,4498589.392,39.573,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44288.000,12288.000,14592.000,25.000
572278.398,4498589.408,39.583,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,11520.000,13312.000,25.000
572278.940,4498591.519,37.739,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44288.000,11008.000,10752.000,18.000
572278.553,4498589.990,39.112,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45824.000,12544.000,10752.000,16.000
572278.552,4498589.982,39.113,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,10752.000,9472.000,16.000
572278.551,4498589.973,39.114,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,43776.000,10240.000,8448.000,16.000
572278.555,4498589.976,39.057,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,44800.000,13568.000,13568.000,16.000
572278.555,4498589.975,39.003,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45568.000,13056.000,13824.000,16.000
572278.557,4498589.983,38.992,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46848.000,14080.000,14848.000,16.000
572278.556,4498589.975,38.992,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,10496.000,10752.000,16.000
572278.562,4498589.985,38.933,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,47104.000,14592.000,15360.000,16.000
572278.316,4498588.498,37.405,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,45056.000,13824.000,16128.000,26.000
572278.316,4498588.497,37.389,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,44288.000,17408.000,19968.000,26.000
572278.892,4498590.366,37.521,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,9216.000,8704.000,23.000
572279.389,4498590.325,37.386,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,12544.000,11264.000,23.000
572280.367,4498588.177,36.726,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,45056.000,11008.000,10752.000,24.000
572280.393,4498588.170,36.717,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,43520.000,12288.000,11264.000,24.000
572280.442,4498588.162,36.704,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,43520.000,10240.000,9728.000,24.000
572280.498,4498588.156,36.691,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,44288.000,11008.000,10240.000,24.000
572280.544,4498588.149,36.680,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,43776.000,9728.000,8960.000,24.000
572278.319,4498588.496,37.402,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,16896.000,16896.000,26.000
572280.570,4498587.962,36.654,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,43776.000,9984.000,9216.000,24.000
572280.612,4498588.138,36.657,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,45312.000,11264.000,10496.000,24.000
572279.624,4498588.451,36.974,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45056.000,12032.000,11264.000,0.000
572279.633,4498588.426,36.966,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44288.000,11264.000,10496.000,0.000
572279.603,4498588.357,36.965,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44544.000,17152.000,16896.000,0.000
572278.540,4498590.030,39.701,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45312.000,12288.000,13824.000,25.000
572278.527,4498589.996,39.682,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44288.000,11520.000,12288.000,25.000
572278.526,4498589.988,39.682,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,44288.000,12800.000,13824.000,25.000
572278.523,4498589.970,39.669,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,10752.000,12032.000,25.000
572278.473,4498589.755,39.635,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44288.000,12800.000,13312.000,25.000
572278.469,4498589.737,39.633,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44032.000,11008.000,12544.000,25.000
572278.467,4498589.728,39.632,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,11008.000,12032.000,25.000
572278.464,4498589.708,39.632,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,9984.000,11008.000,25.000
572278.461,4498589.700,39.630,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45312.000,12288.000,12288.000,25.000
572278.463,4498589.701,39.620,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,11264.000,12288.000,25.000
572278.446,4498589.647,39.612,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,11776.000,12544.000,25.000
572278.506,4498589.909,39.623,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44288.000,12288.000,12544.000,25.000
572278.503,4498589.900,39.622,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44032.000,11264.000,12288.000,25.000
572278.500,4498589.881,39.621,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,11264.000,11776.000,25.000
572278.498,4498589.872,39.620,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,11264.000,11776.000,25.000
572278.496,4498589.862,39.620,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44544.000,11776.000,12800.000,25.000
572278.495,4498589.852,39.620,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44032.000,12288.000,13568.000,25.000
572278.441,4498589.623,39.599,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,11520.000,12288.000,25.000
572278.548,4498589.980,39.143,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44032.000,7680.000,5376.000,16.000
572278.547,4498589.972,39.143,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,44544.000,9216.000,6400.000,16.000
572278.549,4498589.983,39.136,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,44544.000,8448.000,5632.000,16.000
572278.550,4498589.984,39.126,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,44032.000,8192.000,6144.000,16.000
572278.549,4498589.976,39.125,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,43776.000,9216.000,7168.000,16.000
572278.550,4498589.986,39.117,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,43520.000,9472.000,6912.000,16.000
572278.552,4498589.997,39.108,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,44288.000,9472.000,8960.000,16.000
572278.549,4498589.976,39.089,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44288.000,7168.000,6400.000,16.000
572278.552,4498589.982,39.044,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,44032.000,10240.000,9728.000,16.000
572278.552,4498589.983,39.035,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,43776.000,9984.000,8960.000,16.000
572278.554,4498589.990,39.020,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,44288.000,11264.000,10240.000,16.000
572278.553,4498589.984,39.010,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,43776.000,10752.000,9728.000,16.000
572278.602,4498590.189,39.119,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,47360.000,14080.000,15360.000,16.000
572278.556,4498590.004,39.095,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44544.000,12288.000,12800.000,16.000
572278.551,4498589.975,39.095,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,46336.000,12288.000,10240.000,16.000
572278.556,4498589.983,39.031,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,44800.000,11520.000,11008.000,16.000
572278.555,4498589.979,39.013,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,45568.000,13568.000,13056.000,16.000
572278.554,4498589.974,38.975,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,46848.000,13824.000,13824.000,16.000
572280.650,4498588.139,36.647,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44032.000,9728.000,7936.000,24.000
572278.386,4498589.322,39.561,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44288.000,11776.000,15104.000,25.000
572278.868,4498590.362,37.529,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,45056.000,11520.000,11520.000,23.000
572278.671,4498590.713,39.977,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,47360.000,14592.000,15360.000,0.000
572278.655,4498590.619,39.964,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,17664.000,17152.000,0.000
572278.653,4498590.596,39.962,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45824.000,15104.000,13824.000,0.000
572278.652,4498590.584,39.961,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,16384.000,15104.000,0.000
572278.423,4498589.535,39.615,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45824.000,14080.000,13056.000,25.000
572278.501,4498589.884,39.634,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46080.000,12032.000,11264.000,25.000
572278.383,4498589.335,39.570,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46592.000,13824.000,12800.000,25.000
572278.249,4498588.733,39.525,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,47360.000,13312.000,12800.000,22.000
572278.243,4498588.709,39.523,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,16896.000,15616.000,22.000
572278.376,4498589.286,39.550,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46592.000,13568.000,13056.000,25.000
572278.372,4498589.261,39.548,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45824.000,13824.000,12288.000,25.000
572278.341,4498589.148,39.542,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,47872.000,14080.000,14336.000,25.000
572278.234,4498588.659,39.503,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44032.000,17152.000,16384.000,22.000
572278.214,4498588.551,39.486,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44544.000,15616.000,14592.000,22.000
572278.197,4498588.486,39.482,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,43520.000,15616.000,15360.000,22.000
572278.377,4498589.295,39.484,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46080.000,13568.000,12800.000,25.000
572278.201,4498588.305,38.994,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,45056.000,15360.000,14592.000,22.000
572278.201,4498588.312,38.977,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,43520.000,21504.000,20736.000,22.000
572278.546,4498589.985,39.105,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46592.000,10752.000,7936.000,16.000
572278.543,4498589.976,39.104,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,12032.000,7936.000,16.000
572278.551,4498590.007,39.089,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45312.000,12288.000,9728.000,16.000
572278.546,4498589.980,39.087,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,47360.000,13312.000,9984.000,16.000
572278.202,4498588.300,38.938,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,43520.000,14080.000,14336.000,22.000
572278.546,4498589.981,39.078,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,43776.000,15360.000,11264.000,16.000
572278.202,4498588.298,38.929,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46336.000,16896.000,15360.000,22.000
572278.552,4498590.008,39.061,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46336.000,13056.000,11008.000,16.000
572278.546,4498589.981,39.059,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45568.000,11520.000,7680.000,16.000
572278.544,4498589.978,39.012,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,45056.000,12800.000,9472.000,16.000
572278.549,4498589.992,38.995,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,13312.000,11520.000,16.000
572278.240,4498588.118,37.298,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,44800.000,12800.000,14080.000,0.000
572278.241,4498588.114,37.268,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46080.000,12288.000,14336.000,0.000
572278.897,4498590.372,37.521,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44288.000,9472.000,8704.000,23.000
572278.918,4498590.374,37.515,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,12288.000,11264.000,23.000
572278.208,4498588.826,40.099,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,9984.000,9728.000,0.000
572278.879,4498588.424,37.160,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45056.000,12032.000,11520.000,27.000
572278.910,4498588.417,37.153,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,47360.000,14336.000,13056.000,27.000
572278.919,4498588.423,37.152,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,44800.000,16384.000,15104.000,27.000
572278.925,4498588.420,37.149,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46848.000,13056.000,12288.000,27.000
572278.937,4498588.424,37.146,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44544.000,11008.000,10496.000,27.000
