"X","Y","Z","Intensity","ReturnNumber","NumberOfReturns","ScanDirectionFlag","EdgeOfFlightLine","Classification","Synthetic","KeyPoint","Withheld","Overlap","ScanAngleRank","UserData","PointSourceId","Red","Green","Blue","ClusterID"
572286.992,4498588.671,38.049,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44288.000,10240.000,8960.000,2.000
572286.973,4498588.678,38.053,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,46592.000,14848.000,14080.000,2.000
572286.947,4498588.695,38.057,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,44800.000,12032.000,11008.000,2.000
572286.918,4498588.688,38.054,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44544.000,13312.000,12544.000,2.000
572286.903,4498588.694,38.057,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45056.000,11776.000,11008.000,2.000
572286.907,4498588.710,38.059,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46336.000,16384.000,14592.000,2.000
572286.889,4498588.699,38.057,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46336.000,12032.000,11008.000,2.000
572286.892,4498588.716,38.064,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,45056.000,15360.000,14080.000,2.000
572286.874,4498588.703,38.056,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46848.000,11776.000,11520.000,2.000
572286.846,4498588.716,38.055,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,47104.000,13568.000,12544.000,2.000
572286.834,4498588.723,38.053,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,48384.000,15360.000,13568.000,2.000
572285.653,4498587.077,36.987,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,44544.000,12800.000,12544.000,9.000
572285.654,4498587.119,36.970,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44032.000,11520.000,10240.000,9.000
572285.613,4498587.106,36.925,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,45568.000,12032.000,10752.000,9.000
572285.606,4498587.108,36.917,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,47104.000,13824.000,12544.000,9.000
572285.594,4498587.109,36.896,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,46336.000,13056.000,12032.000,9.000
572285.576,4498587.097,36.883,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45312.000,15616.000,15104.000,9.000
572285.569,4498587.150,36.848,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46848.000,14336.000,13056.000,9.000
572285.535,4498587.136,36.807,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,47104.000,14080.000,13312.000,9.000
572285.526,4498587.151,36.787,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,46336.000,13568.000,12288.000,9.000
572285.529,4498587.163,36.789,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,47360.000,13824.000,13312.000,9.000
572285.499,4498587.174,36.737,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,45312.000,12544.000,11776.000,9.000
572285.489,4498587.178,36.725,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,44800.000,11520.000,10240.000,9.000
572285.475,4498587.167,36.714,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45312.000,12800.000,12800.000,9.000
572285.459,4498587.174,36.680,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,45056.000,12544.000,12032.000,9.000
572285.425,4498587.200,36.628,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,44800.000,15872.000,14080.000,9.000
572284.877,4498587.420,35.789,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,43520.000,13824.000,13824.000,1.000
572284.866,4498587.427,35.771,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,44800.000,14080.000,13568.000,1.000
572284.828,4498587.446,35.710,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,48896.000,15616.000,15360.000,1.000
572284.819,4498587.438,35.704,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,47360.000,14848.000,14592.000,1.000
572284.817,4498587.444,35.693,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,43520.000,14592.000,14592.000,1.000
572284.687,4498587.530,35.493,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44544.000,31232.000,30976.000,1.000
572282.082,4498587.893,36.238,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,14592.000,13568.000,0.000
572282.056,4498587.898,36.247,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46080.000,13056.000,12288.000,0.000
572282.044,4498587.908,36.251,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46080.000,12544.000,12288.000,0.000
572282.012,4498587.922,36.259,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45056.000,16384.000,16128.000,0.000
572286.792,4498586.747,37.772,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44544.000,11520.000,10240.000,3.000
572281.508,4498588.875,36.561,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44288.000,15360.000,14080.000,0.000
572285.541,4498587.148,36.804,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44288.000,14848.000,14080.000,9.000
572285.020,4498587.349,36.017,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,14592.000,14080.000,1.000
572284.974,4498587.382,35.945,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46848.000,14080.000,12544.000,1.000
572284.811,4498587.438,35.697,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,48896.000,16128.000,15872.000,1.000
572284.813,4498587.446,35.699,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,48896.000,14848.000,13824.000,1.000
572281.594,4498588.003,36.381,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46080.000,13312.000,12800.000,0.000
572284.614,4498587.247,35.466,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,48896.000,14848.000,13568.000,1.000
572284.616,4498587.254,35.467,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,46592.000,13312.000,11264.000,1.000
572284.659,4498587.501,35.500,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,44544.000,14592.000,14336.000,1.000
572284.482,4498587.529,35.546,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46336.000,11776.000,11264.000,1.000
572284.473,4498587.517,35.550,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,48128.000,14592.000,13824.000,1.000
572284.467,4498587.525,35.550,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46336.000,13312.000,12032.000,1.000
572284.460,4498587.527,35.552,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45568.000,13056.000,11776.000,1.000
572284.461,4498587.533,35.550,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44032.000,17152.000,16640.000,1.000
572282.042,4498587.901,36.251,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,44288.000,15616.000,15616.000,0.000
572282.049,4498587.899,36.249,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,45824.000,13312.000,12800.000,0.000
572282.062,4498587.897,36.245,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,46080.000,12800.000,11776.000,0.000
572282.069,4498587.895,36.242,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,45824.000,13824.000,12288.000,0.000
572285.160,4498587.333,36.210,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,12032.000,11264.000,0.000
572284.978,4498587.397,35.940,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44288.000,12544.000,11520.000,1.000
572284.887,4498587.418,35.811,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,14848.000,13824.000,1.000
572284.873,4498587.422,35.786,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,47616.000,14336.000,14080.000,1.000
572284.861,4498587.434,35.763,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,12288.000,12032.000,1.000
572284.826,4498587.440,35.712,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45568.000,13056.000,11776.000,1.000
572284.805,4498587.443,35.685,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45568.000,15360.000,15360.000,1.000
572284.807,4498587.450,35.684,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,47360.000,15104.000,14080.000,1.000
572283.842,4498587.619,35.727,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46848.000,13056.000,12544.000,1.000
572282.030,4498587.918,36.254,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46336.000,13568.000,13312.000,0.000
572287.719,4498587.564,37.841,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,44544.000,15104.000,13056.000,0.000
572287.719,4498587.578,37.844,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,43776.000,12800.000,11520.000,0.000
572287.707,4498587.533,37.837,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,44800.000,13824.000,12544.000,0.000
572287.707,4498587.541,37.838,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,46336.000,16640.000,15104.000,0.000
572287.710,4498587.579,37.843,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,43776.000,17920.000,15104.000,0.000
572287.696,4498587.535,37.838,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,43520.000,8448.000,7424.000,0.000
572287.695,4498587.543,37.840,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,44544.000,11776.000,9984.000,0.000
572287.131,4498588.649,38.042,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,11264.000,9216.000,2.000
572287.130,4498588.660,38.044,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46080.000,12288.000,10496.000,2.000
572287.116,4498588.645,38.041,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46336.000,12544.000,11264.000,2.000
572287.114,4498588.657,38.045,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46080.000,12288.000,11008.000,2.000
572287.097,4498588.653,38.045,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,11008.000,8960.000,2.000
572287.093,4498588.666,38.051,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46080.000,12288.000,11264.000,2.000
572287.082,4498588.649,38.045,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,15360.000,14336.000,2.000
572287.080,4498588.660,38.048,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44288.000,10496.000,9728.000,2.000
572287.077,4498588.673,38.053,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45312.000,11776.000,10240.000,2.000
572287.064,4498588.655,38.048,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,44288.000,12288.000,11008.000,2.000
572287.062,4498588.668,38.052,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,47360.000,13056.000,12032.000,2.000
572287.043,4498588.666,38.055,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,10496.000,9216.000,2.000
572287.041,4498588.677,38.058,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,10240.000,8704.000,2.000
572287.029,4498588.662,38.052,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,45824.000,12032.000,10752.000,2.000
572287.022,4498588.686,38.063,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44544.000,10752.000,8192.000,2.000
572287.014,4498588.662,38.053,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,11008.000,9728.000,2.000
572287.006,4498588.692,38.064,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,16384.000,13568.000,2.000
572286.992,4498588.662,38.056,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,44032.000,10752.000,8960.000,2.000
572286.990,4498588.672,38.061,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45312.000,12032.000,11008.000,2.000
572286.989,4498588.684,38.064,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45056.000,11008.000,9728.000,2.000
572286.974,4498588.679,38.063,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,47104.000,13568.000,11520.000,2.000
572286.971,4498588.691,38.067,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,15872.000,14336.000,2.000
572286.956,4498588.686,38.063,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,45568.000,11776.000,9984.000,2.000
572286.941,4498588.692,38.066,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46080.000,12288.000,11520.000,2.000
572286.938,4498588.704,38.070,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44032.000,21504.000,19456.000,2.000
572286.923,4498588.699,38.068,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44288.000,10240.000,9728.000,2.000
572286.901,4498588.707,38.068,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,10496.000,9472.000,2.000
572286.887,4498588.701,38.066,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44544.000,12288.000,11264.000,2.000
572286.874,4498588.711,38.065,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45056.000,10496.000,8448.000,2.000
572286.861,4498588.715,38.062,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46336.000,13312.000,10752.000,2.000
572286.851,4498588.708,38.057,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46336.000,13056.000,11008.000,2.000
572286.851,4498588.719,38.059,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,48384.000,14848.000,13312.000,2.000
572286.841,4498588.721,38.054,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,49152.000,15872.000,15104.000,2.000
572286.847,4498586.752,37.785,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,9984.000,8192.000,3.000
572286.616,4498587.928,35.624,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,44544.000,43520.000,6.000
572286.514,4498587.358,35.547,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,44544.000,43264.000,6.000
572286.516,4498587.393,35.551,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,47616.000,48384.000,46848.000,6.000
572286.518,4498587.408,35.553,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,47360.000,47872.000,46848.000,6.000
572286.521,4498587.416,35.554,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45312.000,46592.000,45312.000,6.000
572286.537,4498587.500,35.565,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,54528.000,54528.000,53248.000,6.000
572286.538,4498587.534,35.569,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,51712.000,52224.000,51200.000,6.000
572286.541,4498587.549,35.571,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,56064.000,56320.000,55296.000,6.000
572286.541,4498587.557,35.572,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,57600.000,57856.000,56832.000,6.000
572286.538,4498587.565,35.570,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,52736.000,53760.000,52224.000,6.000
572286.578,4498587.802,35.602,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,63744.000,64000.000,62976.000,6.000
572286.581,4498587.808,35.603,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,63488.000,63744.000,62720.000,6.000
572286.584,4498587.816,35.604,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,64768.000,65024.000,64512.000,6.000
572286.589,4498587.826,35.606,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,62464.000,63232.000,62208.000,6.000
572286.584,4498587.840,35.605,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,56832.000,56320.000,56576.000,6.000
572286.577,4498587.854,35.605,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,49408.000,48384.000,49920.000,6.000
572286.594,4498587.897,35.613,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,50176.000,52736.000,52224.000,6.000
572286.597,4498587.904,35.615,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,51712.000,54528.000,54272.000,6.000
572286.631,4498588.125,35.641,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,50688.000,50688.000,51712.000,6.000
572284.677,4498587.453,35.491,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,47616.000,16640.000,15360.000,1.000
572284.882,4498587.425,35.801,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,48128.000,14848.000,14848.000,1.000
572284.814,4498587.453,35.694,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,47616.000,15872.000,15616.000,1.000
572286.517,4498587.555,35.561,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,48128.000,47360.000,46336.000,6.000
572283.856,4498587.631,35.727,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45568.000,12544.000,12032.000,1.000
572283.750,4498587.644,35.749,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,12032.000,10496.000,1.000
572283.639,4498587.657,35.785,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,11008.000,10496.000,1.000
572283.513,4498587.672,35.833,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,47104.000,14336.000,13056.000,1.000
572281.865,4498589.208,36.525,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44544.000,14336.000,14080.000,0.000
572283.129,4498587.742,35.935,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45056.000,11264.000,9984.000,0.000
572277.824,4498586.042,36.964,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46080.000,43776.000,38656.000,10.000
572280.123,4498585.041,36.217,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45824.000,9728.000,7168.000,0.000
572280.150,4498585.042,36.211,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,10496.000,7168.000,0.000
572280.180,4498585.031,36.196,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,45312.000,8704.000,6400.000,0.000
572277.801,4498585.872,36.953,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44032.000,43264.000,43520.000,10.000
572277.805,4498585.894,36.949,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46080.000,44544.000,44800.000,10.000
572277.803,4498585.884,36.948,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,46080.000,45568.000,45056.000,10.000
572277.833,4498586.337,38.325,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,44288.000,45056.000,0.000
572277.910,4498586.524,37.790,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,43776.000,45056.000,0.000
572277.801,4498586.048,37.622,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,44288.000,47616.000,0.000
572277.861,4498586.244,37.010,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,44032.000,45824.000,10.000
572277.848,4498586.205,37.002,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,43520.000,43520.000,44800.000,10.000
572277.839,4498586.172,36.998,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44800.000,44800.000,47104.000,10.000
572277.832,4498586.145,36.992,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44288.000,44800.000,46592.000,10.000
572277.861,4498586.228,37.006,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,43776.000,45056.000,10.000
572277.844,4498586.173,36.999,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,43520.000,45056.000,10.000
572277.873,4498586.250,37.009,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,43264.000,45312.000,10.000
572277.869,4498586.236,37.009,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,44032.000,45312.000,10.000
572277.863,4498586.211,37.012,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,43776.000,45312.000,10.000
572277.855,4498586.187,37.005,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,44032.000,44032.000,45568.000,10.000
572277.839,4498586.130,36.991,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,43776.000,45568.000,10.000
572277.834,4498586.114,36.989,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,43776.000,45568.000,10.000
572277.824,4498586.084,36.983,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,44032.000,45568.000,10.000
572277.751,4498585.680,37.098,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43776.000,44544.000,46592.000,10.000
572277.831,4498586.029,36.980,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,43520.000,43008.000,44800.000,10.000
